Intrusion,2021,TV-14,22 Sep 2021,92 min,"Drama, Thriller",Adam Salky,Chris Sparling,"Freida Pinto, Logan Marshall-Green, Robert John Burke","A woman moves to a small town with her husband, but is rattled when she is targeted for a home invasion.",English,United States,1 win,https://m.media-amazon.com/images/M/MV5BZTU2ZmFhZjktODFkMS00YTMyLTg2OTktMzY3Y2NkZGEwNDU1XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"{'Source': 'Metacritic', 'Value': '39/100'}",39,5.2,"18,031",tt5563324,movie,22 Sep 2021,N/A,N/A,N/A,True
Jeans,1998,Not Rated,24 Apr 1998,175 min,"Comedy, Drama, Romance",S. Shankar,S. Shankar,"Prashanth, Aishwarya Rai Bachchan, Nassar",The father of twin brothers wants to get them married to only twin sisters. But one of the brothers falls in love with a woman does not have a twin sister.,Tamil,India,3 wins,https://m.media-amazon.com/images/M/MV5BYjQ2NjhmMmItMDFmZC00ODg4LTlkYjEtMDZkOGI5OWYxY2VjXkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.4/10'}",N/A,6.4,"3,696",tt0151121,movie,22 May 2017,N/A,N/A,N/A,True
Grown Ups,2010,PG-13,25 Jun 2010,102 min,Comedy,Dennis Dugan,"Adam Sandler, Fred Wolf","Adam Sandler, Salma Hayek, Kevin James","After their high school basketball coach passes away, five good friends and former teammates reunite for a Fourth of July holiday weekend.","English, Spanish",United States,3 wins & 4 nominations,https://m.media-amazon.com/images/M/MV5BMjA0ODYwNzU5Nl5BMl5BanBnXkFtZTcwNTI1MTgxMw@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '5.9/10'}",30,5.9,"256,138",tt1375670,movie,09 Nov 2010,"$162,001,186",N/A,N/A,True
Grown Ups,2010,PG-13,25 Jun 2010,102 min,Comedy,Dennis Dugan,"Adam Sandler, Fred Wolf","Adam Sandler, Salma Hayek, Kevin James","After their high school basketball coach passes away, five good friends and former teammates reunite for a Fourth of July holiday weekend.","English, Spanish",United States,3 wins & 4 nominations,https://m.media-amazon.com/images/M/MV5BMjA0ODYwNzU5Nl5BMl5BanBnXkFtZTcwNTI1MTgxMw@@._V1_SX300.jpg,"{'Source': 'Rotten Tomatoes', 'Value': '11%'}",30,5.9,"256,138",tt1375670,movie,09 Nov 2010,"$162,001,186",N/A,N/A,True
Grown Ups,2010,PG-13,25 Jun 2010,102 min,Comedy,Dennis Dugan,"Adam Sandler, Fred Wolf","Adam Sandler, Salma Hayek, Kevin James","After their high school basketball coach passes away, five good friends and former teammates reunite for a Fourth of July holiday weekend.","English, Spanish",United States,3 wins & 4 nominations,https://m.media-amazon.com/images/M/MV5BMjA0ODYwNzU5Nl5BMl5BanBnXkFtZTcwNTI1MTgxMw@@._V1_SX300.jpg,"{'Source': 'Metacritic', 'Value': '30/100'}",30,5.9,"256,138",tt1375670,movie,09 Nov 2010,"$162,001,186",N/A,N/A,True
Dark Skies,2013,PG-13,22 Feb 2013,97 min,"Horror, Sci-Fi, Thriller",Scott Stewart,Scott Stewart,"Keri Russell, Jake Brennan, Josh Hamilton","As the Barrett family's peaceful suburban life is rocked by an escalating series of disturbing events, they come to learn that a terrifying and deadly force is after them, one which may have arrived from beyond the stars.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTcxNDE1OTgyOF5BMl5BanBnXkFtZTcwMTEyMzMxOQ@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.3/10'}",50,6.3,"76,969",tt2387433,movie,28 May 2013,"$17,418,667",N/A,N/A,True
Dark Skies,2013,PG-13,22 Feb 2013,97 min,"Horror, Sci-Fi, Thriller",Scott Stewart,Scott Stewart,"Keri Russell, Jake Brennan, Josh Hamilton","As the Barrett family's peaceful suburban life is rocked by an escalating series of disturbing events, they come to learn that a terrifying and deadly force is after them, one which may have arrived from beyond the stars.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTcxNDE1OTgyOF5BMl5BanBnXkFtZTcwMTEyMzMxOQ@@._V1_SX300.jpg,"{'Source': 'Rotten Tomatoes', 'Value': '41%'}",50,6.3,"76,969",tt2387433,movie,28 May 2013,"$17,418,667",N/A,N/A,True
Dark Skies,2013,PG-13,22 Feb 2013,97 min,"Horror, Sci-Fi, Thriller",Scott Stewart,Scott Stewart,"Keri Russell, Jake Brennan, Josh Hamilton","As the Barrett family's peaceful suburban life is rocked by an escalating series of disturbing events, they come to learn that a terrifying and deadly force is after them, one which may have arrived from beyond the stars.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTcxNDE1OTgyOF5BMl5BanBnXkFtZTcwMTEyMzMxOQ@@._V1_SX300.jpg,"{'Source': 'Metacritic', 'Value': '50/100'}",50,6.3,"76,969",tt2387433,movie,28 May 2013,"$17,418,667",N/A,N/A,True
Paranoia,2013,PG-13,16 Aug 2013,106 min,"Drama, Thriller",Robert Luketic,"Jason Hall, Barry L. Levy, Joseph Finder","Liam Hemsworth, Gary Oldman, Harrison Ford","An entry-level employee at a powerful corporation finds himself occupying a corner office, but at a dangerous price: he must spy on his boss's old mentor to secure for him a multi-billion dollar advantage.",English,"United States, India, France",1 nomination,https://m.media-amazon.com/images/M/MV5BMTUyNjYwMTYwM15BMl5BanBnXkFtZTcwNDA4NTc2OQ@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '5.6/10'}",32,5.6,"38,276",tt1413495,movie,19 Nov 2013,"$7,388,654",N/A,N/A,True
Paranoia,2013,PG-13,16 Aug 2013,106 min,"Drama, Thriller",Robert Luketic,"Jason Hall, Barry L. Levy, Joseph Finder","Liam Hemsworth, Gary Oldman, Harrison Ford","An entry-level employee at a powerful corporation finds himself occupying a corner office, but at a dangerous price: he must spy on his boss's old mentor to secure for him a multi-billion dollar advantage.",English,"United States, India, France",1 nomination,https://m.media-amazon.com/images/M/MV5BMTUyNjYwMTYwM15BMl5BanBnXkFtZTcwNDA4NTc2OQ@@._V1_SX300.jpg,"{'Source': 'Rotten Tomatoes', 'Value': '7%'}",32,5.6,"38,276",tt1413495,movie,19 Nov 2013,"$7,388,654",N/A,N/A,True
Paranoia,2013,PG-13,16 Aug 2013,106 min,"Drama, Thriller",Robert Luketic,"Jason Hall, Barry L. Levy, Joseph Finder","Liam Hemsworth, Gary Oldman, Harrison Ford","An entry-level employee at a powerful corporation finds himself occupying a corner office, but at a dangerous price: he must spy on his boss's old mentor to secure for him a multi-billion dollar advantage.",English,"United States, India, France",1 nomination,https://m.media-amazon.com/images/M/MV5BMTUyNjYwMTYwM15BMl5BanBnXkFtZTcwNDA4NTc2OQ@@._V1_SX300.jpg,"{'Source': 'Metacritic', 'Value': '32/100'}",32,5.6,"38,276",tt1413495,movie,19 Nov 2013,"$7,388,654",N/A,N/A,True
Ankahi Kahaniya,2021,TV-14,17 Sep 2021,110 min,"Drama, Romance","Abhishek Chaubey, Saket Chaudhary, Ashwiny Iyer Tiwari","Piyush Gupta, Hussain Haidry, Shreyas Jain","Abhishek Banerjee, T.J. Bhanu, Nikhil Dwivedi","As big city life buzzes around them, lonely souls discover surprising sources of connection and companionship in three tales of love, loss and longing.",Hindi,India,1 nomination,https://m.media-amazon.com/images/M/MV5BNTQ5NTNhYmQtZTJkZS00OTgxLThjMTUtMjIzYzA0MzgyYmQxXkEyXkFqcGdeQXVyMTI1NDAzMzM0._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '5.5/10'}",N/A,5.5,925,tt15250998,movie,17 Sep 2021,N/A,N/A,N/A,True
Ankahi Kahaniya,2021,TV-14,17 Sep 2021,110 min,"Drama, Romance","Abhishek Chaubey, Saket Chaudhary, Ashwiny Iyer Tiwari","Piyush Gupta, Hussain Haidry, Shreyas Jain","Abhishek Banerjee, T.J. Bhanu, Nikhil Dwivedi","As big city life buzzes around them, lonely souls discover surprising sources of connection and companionship in three tales of love, loss and longing.",Hindi,India,1 nomination,https://m.media-amazon.com/images/M/MV5BNTQ5NTNhYmQtZTJkZS00OTgxLThjMTUtMjIzYzA0MzgyYmQxXkEyXkFqcGdeQXVyMTI1NDAzMzM0._V1_SX300.jpg,"{'Source': 'Rotten Tomatoes', 'Value': '55%'}",N/A,5.5,925,tt15250998,movie,17 Sep 2021,N/A,N/A,N/A,True
The Father Who Moves Mountains,2021,TV-MA,23 Jul 2021,108 min,"Drama, Thriller",Daniel Sandu,Daniel Sandu,"Adrian Titieni, Elena Purea, Judith State","Mircea, a retired intelligence officer, finds out that his son from has gone missing in the mountains. After days of searches, Mircea put his own rescue team together, leading to altercation with the local squad.",Romanian,"Romania, Sweden",2 nominations,https://m.media-amazon.com/images/M/MV5BYTE5ODc2NjgtNjBhNy00OGEyLTg1ZjctOTZlYWI1NzQwNGQ4XkEyXkFqcGdeQXVyODUxNTMyNjk@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '5.5/10'}",N/A,5.5,"3,732",tt8886670,movie,17 Sep 2021,N/A,N/A,N/A,True
The Father Who Moves Mountains,2021,TV-MA,23 Jul 2021,108 min,"Drama, Thriller",Daniel Sandu,Daniel Sandu,"Adrian Titieni, Elena Purea, Judith State","Mircea, a retired intelligence officer, finds out that his son from has gone missing in the mountains. After days of searches, Mircea put his own rescue team together, leading to altercation with the local squad.",Romanian,"Romania, Sweden",2 nominations,https://m.media-amazon.com/images/M/MV5BYTE5ODc2NjgtNjBhNy00OGEyLTg1ZjctOTZlYWI1NzQwNGQ4XkEyXkFqcGdeQXVyODUxNTMyNjk@._V1_SX300.jpg,"{'Source': 'Rotten Tomatoes', 'Value': '83%'}",N/A,5.5,"3,732",tt8886670,movie,17 Sep 2021,N/A,N/A,N/A,True
The Stronghold,2020,TV-MA,18 Aug 2021,105 min,"Action, Crime, Thriller",Cédric Jimenez,"Audrey Diwan, Cédric Jimenez","Gilles Lellouche, Karim Leklou, François Civil","A police brigade working in the dangerous northern neighborhoods of Marseille, where the level of crime is higher than anywhere else in France.",French,N/A,7 nominations,https://m.media-amazon.com/images/M/MV5BNjM4MTFiNzctY2RmOC00YzBkLTgzNTYtZGE4NDdjOWVjNGY5XkEyXkFqcGdeQXVyNzI0MTY5MQ@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.9/10'}",N/A,6.9,"11,182",tt10404944,movie,17 Sep 2021,N/A,N/A,N/A,True
The Stronghold,2020,TV-MA,18 Aug 2021,105 min,"Action, Crime, Thriller",Cédric Jimenez,"Audrey Diwan, Cédric Jimenez","Gilles Lellouche, Karim Leklou, François Civil","A police brigade working in the dangerous northern neighborhoods of Marseille, where the level of crime is higher than anywhere else in France.",French,N/A,7 nominations,https://m.media-amazon.com/images/M/MV5BNjM4MTFiNzctY2RmOC00YzBkLTgzNTYtZGE4NDdjOWVjNGY5XkEyXkFqcGdeQXVyNzI0MTY5MQ@@._V1_SX300.jpg,"{'Source': 'Rotten Tomatoes', 'Value': '50%'}",N/A,6.9,"11,182",tt10404944,movie,17 Sep 2021,N/A,N/A,N/A,True
Birth of the Dragon,2016,PG-13,25 Aug 2017,95 min,"Action, Biography, Drama",George Nolfi,"Stephen J. Rivele, Christopher Wilkinson, Michael Dorgan","Billy Magnussen, Yu Xia, Philip Ng","Set against the backdrop of 1960s San Francisco, BIRTH OF THE DRAGON is a modern take on the classic movies that Bruce Lee was known for. It takes its inspiration from the epic and still controversial showdown between an up-and-co...","English, Mandarin","China, Canada, United States",1 win,https://m.media-amazon.com/images/M/MV5BZTk4NGFhNTQtYWEzOS00NTZhLTg0YmEtMDA2NmY1MmFkM2IzXkEyXkFqcGdeQXVyMTA4NjE0NjEy._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '5.6/10'}",35,5.6,"8,450",tt2720826,movie,07 Nov 2017,"$6,901,965",N/A,N/A,True
Birth of the Dragon,2016,PG-13,25 Aug 2017,95 min,"Action, Biography, Drama",George Nolfi,"Stephen J. Rivele, Christopher Wilkinson, Michael Dorgan","Billy Magnussen, Yu Xia, Philip Ng","Set against the backdrop of 1960s San Francisco, BIRTH OF THE DRAGON is a modern take on the classic movies that Bruce Lee was known for. It takes its inspiration from the epic and still controversial showdown between an up-and-co...","English, Mandarin","China, Canada, United States",1 win,https://m.media-amazon.com/images/M/MV5BZTk4NGFhNTQtYWEzOS00NTZhLTg0YmEtMDA2NmY1MmFkM2IzXkEyXkFqcGdeQXVyMTA4NjE0NjEy._V1_SX300.jpg,"{'Source': 'Rotten Tomatoes', 'Value': '23%'}",35,5.6,"8,450",tt2720826,movie,07 Nov 2017,"$6,901,965",N/A,N/A,True
Birth of the Dragon,2016,PG-13,25 Aug 2017,95 min,"Action, Biography, Drama",George Nolfi,"Stephen J. Rivele, Christopher Wilkinson, Michael Dorgan","Billy Magnussen, Yu Xia, Philip Ng","Set against the backdrop of 1960s San Francisco, BIRTH OF THE DRAGON is a modern take on the classic movies that Bruce Lee was known for. It takes its inspiration from the epic and still controversial showdown between an up-and-co...","English, Mandarin","China, Canada, United States",1 win,https://m.media-amazon.com/images/M/MV5BZTk4NGFhNTQtYWEzOS00NTZhLTg0YmEtMDA2NmY1MmFkM2IzXkEyXkFqcGdeQXVyMTA4NjE0NjEy._V1_SX300.jpg,"{'Source': 'Metacritic', 'Value': '35/100'}",35,5.6,"8,450",tt2720826,movie,07 Nov 2017,"$6,901,965",N/A,N/A,True
Jaws,1975,PG,20 Jun 1975,124 min,"Adventure, Thriller",Steven Spielberg,"Peter Benchley, Carl Gottlieb","Roy Scheider, Robert Shaw, Richard Dreyfuss","When a killer shark unleashes chaos on a beach community off Cape Cod, it's up to a local sheriff, a marine biologist, and an old seafarer to hunt the beast down.",English,United States,Won 3 Oscars. 15 wins & 20 nominations total,https://m.media-amazon.com/images/M/MV5BMmVmODY1MzEtYTMwZC00MzNhLWFkNDMtZjAwM2EwODUxZTA5XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '8.1/10'}",87,8.1,"612,070",tt0073195,movie,14 Jun 2005,"$265,859,065",N/A,N/A,True
Jaws,1975,PG,20 Jun 1975,124 min,"Adventure, Thriller",Steven Spielberg,"Peter Benchley, Carl Gottlieb","Roy Scheider, Robert Shaw, Richard Dreyfuss","When a killer shark unleashes chaos on a beach community off Cape Cod, it's up to a local sheriff, a marine biologist, and an old seafarer to hunt the beast down.",English,United States,Won 3 Oscars. 15 wins & 20 nominations total,https://m.media-amazon.com/images/M/MV5BMmVmODY1MzEtYTMwZC00MzNhLWFkNDMtZjAwM2EwODUxZTA5XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,"{'Source': 'Rotten Tomatoes', 'Value': '97%'}",87,8.1,"612,070",tt0073195,movie,14 Jun 2005,"$265,859,065",N/A,N/A,True
Jaws,1975,PG,20 Jun 1975,124 min,"Adventure, Thriller",Steven Spielberg,"Peter Benchley, Carl Gottlieb","Roy Scheider, Robert Shaw, Richard Dreyfuss","When a killer shark unleashes chaos on a beach community off Cape Cod, it's up to a local sheriff, a marine biologist, and an old seafarer to hunt the beast down.",English,United States,Won 3 Oscars. 15 wins & 20 nominations total,https://m.media-amazon.com/images/M/MV5BMmVmODY1MzEtYTMwZC00MzNhLWFkNDMtZjAwM2EwODUxZTA5XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,"{'Source': 'Metacritic', 'Value': '87/100'}",87,8.1,"612,070",tt0073195,movie,14 Jun 2005,"$265,859,065",N/A,N/A,True
Jaws 2,1978,PG,16 Jun 1978,116 min,"Adventure, Horror, Thriller",Jeannot Szwarc,"Peter Benchley, Carl Gottlieb, Howard Sackler","Roy Scheider, Lorraine Gary, Murray Hamilton",Police chief Brody must protect the citizens of Amity after a second monstrous shark begins terrorizing the waters.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BN2U1MWE1NTMtYjQ2ZC00MTFmLWFmYjItODMyNGYxOTAyZmEzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '5.8/10'}",51,5.8,"79,680",tt0077766,movie,03 Mar 2015,"$81,766,007",N/A,N/A,True
